id,title,album,artist,year,duration,url
399,Yeh Duniya Yeh Mehfil,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3101Commentary-Yeh%20Duniya%20Yeh%20Mehfil.mp3
400,Hits (Flashes) Of 1970-Nos 33 To 28,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3102Commentary-Hits%20%28Flashes%29%20Of%201970-Nos%2033%20To%2028.mp3
401,Sanam Tu Bewafa Ke Naam Se,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3103Commentary-Sanam%20Tu%20Bewafa%20Ke%20Naam%20Se.mp3
402,Meri Bhains Ko Danda Kyon Mara,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3104Commentary-Meri%20Bhains%20Ko%20Danda%20Kyon%20Mara.mp3
403,O Ghata Sanwari,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3105Commentary-O%20Ghata%20Sanwari.mp3
404,Hits (Flashes) Nos 27 To 23,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3106Commentary-Hits%20%28Flashes%29%20Nos%2027%20To%2023.mp3
405,Do Dil Toote Do Dil Haare,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3107Commentary-Do%20Dil%20Toote%20Do%20Dil%20Haare.mp3
406,Zikra Hota Hai Jab Qayamat Ka,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3108Commentary-Zikra%20Hota%20Hai%20Jab%20Qayamat%20Ka.mp3
407,Jane Chale Jate Hain Kahan,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3109Commentary-Jane%20Chale%20Jate%20Hain%20Kahan.mp3
408,Hits (Flashes) Nos 22 To 20,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3110Commentary-Hits%20%28Flashes%29%20Nos%2022%20To%2020.mp3
409,Kisi Raah Mein Kisi Mod Par,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3111Commentary-Kisi%20Raah%20Mein%20Kisi%20Mod%20Par.mp3
410,Hits (Flashes) Nos 19 To 17,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3112Commentary-Hits%20%28Flashes%29%20Nos%2019%20To%2017.mp3
411,Sachha Pyar To Jhuk Nahin Sakta,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3113Commentary-Sachha%20Pyar%20To%20Jhuk%20Nahin%20Sakta.mp3
412,Hits (Flashes) Nos 16 To 15,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3114Commentary-Hits%20%28Flashes%29%20Nos%2016%20To%2015.mp3
413,Hum Hain Matay-E-Koocha-O Bazar,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3201Commentary-Hum%20Hain%20Matay-E-Koocha-O%20Bazar.mp3
414,Palkon Ke Peechhe Se,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3202Commentary-Palkon%20Ke%20Peechhe%20Se.mp3
415,Hits (Flashes) Nos 14-13,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3203Commentary-Hits%20%28Flashes%29%20Nos%2014-13.mp3
416,Sukh Ke Sab Saathi,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3204Commentary-Sukh%20Ke%20Sab%20Saathi.mp3
417,Jeevan Se Bhari Teri Ankhen,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3205Commentary-Jeevan%20Se%20Bhari%20Teri%20Ankhen.mp3
418,Hits (Flashes) Nos 12-11,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3206Commentary-Hits%20%28Flashes%29%20Nos%2012-11.mp3
419,Teri Duniya Se Hoke Majboor Chala,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3207Commentary-Teri%20Duniya%20Se%20Hoke%20Majboor%20Chala.mp3
420,Kanha Re Kanha,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3208Commentary-Kanha%20Re%20Kanha.mp3
421,Hits (Flashes) Nos 10 To 8,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3209Commentary-Hits%20%28Flashes%29%20Nos%2010%20To%208.mp3
422,Jeena Yahan Marna Yahan,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3210Commentary-Jeena%20Yahan%20Marna%20Yahan.mp3
423,Sham Dhale Jamuna Kinare,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3211Commentary-Sham%20Dhale%20Jamuna%20Kinare.mp3
424,Baiyan Na Dharo,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3212Commentary-Baiyan%20Na%20Dharo.mp3
425,Hits (Flashes) Nos 7 To 1 (Except No 2),Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3213Commentary-Hits%20%28Flashes%29%20Nos%207%20To%201%20%28Except%20No%202%29.mp3
426,Rut Hai Milan Ki,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3301Commentary-Rut%20Hai%20Milan%20Ki.mp3
427,Koi Chupke Se Aake,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3302Commentary-Koi%20Chupke%20Se%20Aake.mp3
428,Hits (Flash) No 31,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3303Commentary-Hits%20%28Flash%29%20No%2031.mp3
429,Prem Ke Pujari Hum Hain,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3304Commentary-Prem%20Ke%20Pujari%20Hum%20Hain.mp3
430,Hits (Flashes) No 29-28-27,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3305Commentary-Hits%20%28Flashes%29%20No%2029-28-27.mp3
431,Aayo Kahan Se Ghanshyam,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3306Commentary-Aayo%20Kahan%20Se%20Ghanshyam.mp3
432,Panthi Hoon Main Us Path Ka,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3307Commentary-Panthi%20Hoon%20Main%20Us%20Path%20Ka.mp3
433,Tumhi Rahnuma Ho Meri Zindagi Ki,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3308Commentary-Tumhi%20Rahnuma%20Ho%20Meri%20Zindagi%20Ki.mp3
434,Hits (Flashes) No 26 To 21,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3309Commentary-Hits%20%28Flashes%29%20No%2026%20To%2021.mp3
435,Sanjh Khile Bhor Jharay,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3310Commentary-Sanjh%20Khile%20Bhor%20Jharay.mp3
436,Tu Chanda Main Chandni,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3311Commentary-Tu%20Chanda%20Main%20Chandni.mp3
437,Hits (Flashes) No 20 To 10,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3312Commentary-Hits%20%28Flashes%29%20No%2020%20To%2010.mp3
438,Koi Hota Jisko Apna,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3401Commentary-Koi%20Hota%20Jisko%20Apna.mp3
439,Hits Of 1971 (Flashes)-Nos 9 To 7,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3402Commentary-Hits%20Of%201971%20%28Flashes%29-Nos%209%20To%207.mp3
440,Na Jiya Lage Na,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3403Commentary-Na%20Jiya%20Lage%20Na.mp3
441,Hits (Flashes)-Nos 6 To 3,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3404Commentary-Hits%20%28Flashes%29-Nos%206%20To%203.mp3
442,Ja Ri Pawaniya Piya Ke Des Ja,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3405Commentary-Ja%20Ri%20Pawaniya%20Piya%20Ke%20Des%20Ja.mp3
443,Hits (Flashes)-Nos 2-1,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3406Commentary-Hits%20%28Flashes%29-Nos%202-1.mp3
444,Megha Chhaye Aadhi Raat,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3407Commentary-Megha%20Chhaye%20Aadhi%20Raat.mp3
445,Hits Of 1972 (Flashes)-Nos 37 To 35,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3408Commentary-Hits%20Of%201972%20%28Flashes%29-Nos%2037%20To%2035.mp3
446,Hits (Flashes)-Nos 34-33,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3409Commentary-Hits%20%28Flashes%29-Nos%2034-33.mp3
447,Raaton Ke Saye,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3410Commentary-Raaton%20Ke%20Saye.mp3
448,Bhor Aai Gaya Andhiyara,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3411Commentary-Bhor%20Aai%20Gaya%20Andhiyara.mp3
449,Hits (Flashes)-Nos 32 To 28,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3412Commentary-Hits%20%28Flashes%29-Nos%2032%20To%2028.mp3
450,Baghon Mein Bahar Aai,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3413Commentary-Baghon%20Mein%20Bahar%20Aai.mp3
451,Hits (Flashes)-Nos 27 To 23,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3414Commentary-Hits%20%28Flashes%29-Nos%2027%20To%2023.mp3
452,Thare Rahiyo O Banke Yaar,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3501Commentary-Thare%20Rahiyo%20O%20Banke%20Yaar.mp3
453,Hits (Flashes) Of 1972-Nos 22-21,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3502Commentary-Hits%20%28Flashes%29%20Of%201972-Nos%2022-21.mp3
454,Yeh Wohi Geet Hai Jisko Maine,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3503Commentary-Yeh%20Wohi%20Geet%20Hai%20Jisko%20Maine.mp3
455,Bangle Ke Peechhe,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3504Commentary-Bangle%20Ke%20Peechhe.mp3
456,Kitna Pyara Wada Hai,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3505Commentary-Kitna%20Pyara%20Wada%20Hai.mp3
457,Hits (Flashes) Nos 20 To 14,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3506Commentary-Hits%20%28Flashes%29%20Nos%2020%20To%2014.mp3
458,Tum Bin Jeevan Kaisa Jeevan,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3507Commentary-Tum%20Bin%20Jeevan%20Kaisa%20Jeevan.mp3
459,Kal Raat Sapne Mein Aaye The,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3508Commentary-Kal%20Raat%20Sapne%20Mein%20Aaye%20The.mp3
460,Sooni Sooni Saans Ke Sitar Par,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3509Commentary-Sooni%20Sooni%20Saans%20Ke%20Sitar%20Par.mp3
461,Hits (Flashes)-Nos 13 To 11,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3510Commentary-Hits%20%28Flashes%29-Nos%2013%20To%2011.mp3
462,Kai Sadiyon Se Kai Janmon Se,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3511Commentary-Kai%20Sadiyon%20Se%20Kai%20Janmon%20Se.mp3
463,Hits (Flashes)-Nos 10 To 7,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3512Commentary-Hits%20%28Flashes%29-Nos%2010%20To%207.mp3
464,2012,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3513Commentary-2012.mp3
465,Tum Jab Se Base More Nain,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3514Commentary-Tum%20Jab%20Se%20Base%20More%20Nain-Commentary.mp3
466,Hits (Flashes)-Nos 6 To 1,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3515Commentary-Hits%20%28Flashes%29-Nos%206%20To%201.mp3
467,Kaun Sachcha Hai Aur Kaun Jhutha,Geetmala Ki Chhaon Mein Vol 31-35,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2031-35/3516Commentary-Kaun%20Sachcha%20Hai%20Aur%20Kaun%20Jhutha.mp3
468,Piya Bina Piya Bina,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3601Commentary-Piya%20Bina%20Piya%20Bina.mp3
469,Aaj Socha To Ansoo Bahr Aaye,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3602Commentary-Aaj%20Socha%20To%20Ansoo%20Bahr%20Aaye.mp3
470,Hits (Flashes) Of 1973-Nos 36 To 32,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3603Commentary-Hits%20%28Flashes%29%20Of%201973-Nos%2036%20To%2032.mp3
471,Chain Se Humko Kabhi,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3604Commentary-Chain%20Se%20Humko%20Kabhi.mp3
472,Badi Door Se Aaye Hain,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3605Commentary-Badi%20Door%20Se%20Aaye%20Hain.mp3
473,Kyon Layo Saiyan Paan,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3606Commentary-Kyon%20Layo%20Saiyan%20Paan.mp3
474,Hits (Flashes) Of 1973-Nos 31 To 26,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3607Commentary-Hits%20%28Flashes%29%20Of%201973-Nos%2031%20To%2026.mp3
475,Har Taraf Ab Yehi Afsane Hain,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3608Commentary-Har%20Taraf%20Ab%20Yehi%20Afsane%20Hain.mp3
476,Barkha Rani Zara Jamke Barso,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3609Commentary-Barkha%20Rani%20Zara%20Jamke%20Barso.mp3
477,Pyar Kabhi Kam Na Karna Sanam,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3610Commentary-Pyar%20Kabhi%20Kam%20Na%20Karna%20Sanam.mp3
478,Hits (Flashes) Nos 25 To 21,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3611Commentary-Hits%20%28Flashes%29%20Nos%2025%20To%2021.mp3
479,Wasta Hi Na Jab Raha Tumse,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3612Commentary-Wasta%20Hi%20Na%20Jab%20Raha%20Tumse.mp3
480,Chala Jata Hoon,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3613Commentary-Chala%20Jata%20Hoon.mp3
481,Mera Sab Kuchh Mere Geet Re,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3614Commentary-Mera%20Sab%20Kuchh%20Mere%20Geet%20Re.mp3
482,Hits (Flashes) Nos 20-19,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3615Commentary-Hits%20%28Flashes%29%20Nos%2020-19.mp3
483,Beeti Na Bitai Raina,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3701Commentary-Beeti%20Na%20Bitai%20Raina.mp3
484,Sandhya Jo Aaye,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3702Commentary-Sandhya%20Jo%20Aaye.mp3
485,Hits (Flashes) Of 1973-Nos 18 To 14,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3703Commentary-Hits%20%28Flashes%29%20Of%201973-Nos%2018%20To%2014.mp3
486,Sajna Hai Mujhe Sajna Ke Liye,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3704Commentary-Sajna%20Hai%20Mujhe%20Sajna%20Ke%20Liye.mp3
487,Chanda Ki Kirno Se Lipti (Aake Mil Ja),Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3705Commentary-Chanda%20Ki%20Kirno%20Se%20Lipti%20%28Aake%20Mil%20Ja%29.mp3
488,Rasm-E-Ulfat Ko Nibhaye,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3706Commentary-Rasm-E-Ulfat%20Ko%20Nibhaye.mp3
489,Hits (Flashes) Of 1973-Nos 13 To 9,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3707Commentary-Hits%20%28Flashes%29%20Of%201973-Nos%2013%20To%209.mp3
490,Uljhan Suljhe Na Rasta Sujhe Na,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3708Commentary-Uljhan%20Suljhe%20Na%20Rasta%20Sujhe%20Na.mp3
491,Teri Bindiya Re,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3709Commentary-Teri%20Bindiya%20Re.mp3
492,Dil Ka Soona Saaz,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3710Commentary-Dil%20Ka%20Soona%20Saaz.mp3
493,Hits (Flashes)-Nos 8 To 3,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3711Commentary-Hits%20%28Flashes%29-Nos%208%20To%203.mp3
494,Mujhe Meri Biwi Se Bachao,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3712Commentary-Mujhe%20Meri%20Biwi%20Se%20Bachao.mp3
495,Hit (Flash)-No 2,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3713Commentary-Hit%20%28Flash%29-No%202.mp3
496,Hai Tere Saath Meri Wafa,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3714Commentary-Hai%20Tere%20Saath%20Meri%20Wafa.mp3
497,Hit (Flash)-No 1,Geetmala Ki Chhaon Mein Vol 36-40,,,,https://archive.org/download/geetmala_collection/Geetmala/Geetmala%20Ki%20Chhaon%20Mein%20Vol%2036-40/3715Commentary-Hit%20%28Flash%29-No%201.mp3
